Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred
Distorted Campus Assault Math,The Wall Street Journal,2018,02,08,2,0,1,1
Satellite Operators Pitch Plan to Share Airwaves,The Wall Street Journal,2018,02,08,2,0,1,1
"I Love a Parade, but Not This One",The Wall Street Journal,2018,02,08,2,0,1,1
SeaFort Capital Invests in Mecfor,The Wall Street Journal,2018,02,08,2,0,1,1
China Inflation Moderates in January,The Wall Street Journal,2018,02,08,2,0,1,1
Notable & Quotable: Gigs and the Pay Gap,The Wall Street Journal,2018,02,08,2,0,1,1
"Tax Changes, Wildfires Push AIG to $6.7 Billion Loss",The Wall Street Journal,2018,02,08,2,0,1,1
Credit-Report Errors Top Complaints to CFPB,The Wall Street Journal,2018,02,08,2,0,1,1
Invest-Tech Startup Artivest Merges With Altegris,The Wall Street Journal,2018,02,08,2,0,1,1
"Blades, Pot and Opiates: What a New York Undercover Agent Smuggled Into Jails",The Wall Street Journal,2018,02,08,2,0,1,1
Oil Down Another 1% in Asia as Iran Looks to Pump,The Wall Street Journal,2018,02,08,2,0,1,1
"Kim Jong Un’s Sister, South Korea’s President to Do Lunch",The Wall Street Journal,2018,02,08,2,0,1,1
Duration Risk Pushes Investors to Shorter Bonds,The Wall Street Journal,2018,02,08,2,0,1,1
RBA Warns Full Employment Still Some Way Off,The Wall Street Journal,2018,02,08,2,0,1,1
A War on the Rich Won’t Help the Poor,The Wall Street Journal,2018,02,08,2,0,1,1
SandRidge Energy Shakes Up Leadership Amid Investor Pressure,The Wall Street Journal,2018,02,08,2,0,1,1
Scott Walker’s Subsidy Blowback,The Wall Street Journal,2018,02,08,2,0,1,1
Expedia Shares Slide as Costs Weigh on Bottom Line,The Wall Street Journal,2018,02,08,2,0,1,1
Ascent Resources Marcellus Makes Bankruptcy Court Debut,The Wall Street Journal,2018,02,08,2,0,1,1
"FDNY Aims to Boost Women, Minorities in Its Ranks",The Wall Street Journal,2018,02,08,2,0,1,1
Who Made Xi Jinping Pope?,The Wall Street Journal,2018,02,08,2,0,1,1
News Corp Revenue Boosted by Digital Real Estate Unit,The Wall Street Journal,2018,02,08,2,0,1,1
The Cavs Go Crazy at the NBA’s Trade Deadline,The Wall Street Journal,2018,02,08,2,0,1,1
Testing Trump’s Chemical Red Line,The Wall Street Journal,2018,02,08,2,0,1,1
Emerging Markets Hang Tough During Global Selloff,The Wall Street Journal,2018,02,08,2,0,1,1
The Speech,The Wall Street Journal,2018,02,08,2,0,1,1
"Twitter Notches First Profit, and Shares Leap",The Wall Street Journal,2018,02,08,2,0,1,1
Star Witness in Bribery Trial May Have Violated Plea Deal,The Wall Street Journal,2018,02,08,2,0,1,1
Funding Snapshot: Everipedia Receives $30 Million for Blockchain Encyclopedia Project,The Wall Street Journal,2018,02,08,2,0,1,1
Shares of Victory Capital Down in IPO,The Wall Street Journal,2018,02,08,2,0,1,1
Canada Rolls Out Tougher Oversight of Energy Projects,The Wall Street Journal,2018,02,08,2,0,1,1
Fed’s George Says It’s Important to Press Forward With Rate Increases,The Wall Street Journal,2018,02,08,2,0,1,1
Who Is Christopher Steele?,The Wall Street Journal,2018,02,08,2,0,1,1
Muddy Waters Is Mystery Author of Report Exposing Chinese Billionaire’s Ties to Aluminum Stockpiles,The Wall Street Journal,2018,02,08,2,0,1,1
Stock Slides Likely Making Bank of Japan More Cautious About Rates,The Wall Street Journal,2018,02,08,2,0,1,1
Payment Systems Favor Richer Consumers,The Wall Street Journal,2018,02,08,2,0,1,1
Trump Is Urged to Preserve International Entrepreneur Rule,The Wall Street Journal,2018,02,08,2,0,1,1
White House Offers Regrets About Handling of Rob Porter Allegations,The Wall Street Journal,2018,02,08,2,0,1,1
A Country Doctor Can’t Forget His 40 Years of House Calls,The Wall Street Journal,2018,02,08,2,0,1,1
Will the Real Narendra Modi Please Stand Up?,The Wall Street Journal,2018,02,08,2,0,1,1
Boeing in Talks to Buy Aerospace-Parts Maker Woodward,The Wall Street Journal,2018,02,08,2,0,1,1
Transcript: Bloomberg TV Interview With New York Fed’s William Dudley,The Wall Street Journal,2018,02,08,2,0,1,1
GOP Latches Onto Corruption Trial to Take Aim at Cuomo in Election Year,The Wall Street Journal,2018,02,08,2,0,1,1
"Navy Jet Crashes Off Key West, Two Crew Members Killed",The Wall Street Journal,2018,03,14,3,0,1,1
"Another Republican Challenges New York Governor, Citing Aide’s Conviction",The Wall Street Journal,2018,03,14,3,0,1,1
Unilever Board Decides to Locate Headquarters in Rotterdam,The Wall Street Journal,2018,03,14,3,0,1,1
Use Blockchain to Hold Assad Accountable,The Wall Street Journal,2018,03,14,3,0,1,1
Sen. Rand Paul to Oppose Trump’s Nominations for State and CIA,The Wall Street Journal,2018,03,14,3,0,1,1
U.S. Dollar Edges Lower,The Wall Street Journal,2018,03,14,3,0,1,1
"Lyft, Magna in Deal to Develop Hardware, Software for Self-Driving Cars",The Wall Street Journal,2018,03,14,3,0,1,1
Parties Seek Lessons in Pennsylvania as Democrat Declares Victory,The Wall Street Journal,2018,03,14,3,0,1,1
Sears’s Sales Tumble as Financial Pressure Mounts,The Wall Street Journal,2018,03,14,3,0,1,1
"Dropbox Pitches Investors on Scale, Growth and Collaboration",The Wall Street Journal,2018,03,14,3,0,1,1
Kudlow Into the Breach,The Wall Street Journal,2018,03,14,3,0,1,1
Judge Ousts CEO of Bankrupt Legal Plan Provider,The Wall Street Journal,2018,03,14,3,0,1,1
What the GOP Can Learn From Losing,The Wall Street Journal,2018,03,14,3,0,1,1
Oil Futures Maintain Modest Overnight Gains,The Wall Street Journal,2018,03,14,3,0,1,1
"New York-Area Students Protest Gun Violence, Some Risking Punishment",The Wall Street Journal,2018,03,14,3,0,1,1
MoMA’s Human Focus,The Wall Street Journal,2018,03,14,3,0,1,1
Former Equifax Executive Charged With Insider Trading,The Wall Street Journal,2018,03,14,3,0,1,1
United Plans New Animal Tags After Dog Death,The Wall Street Journal,2018,03,14,3,0,1,1
Prosecutors Say Corruption Case Started With $3000 Chair,The Wall Street Journal,2018,03,14,3,0,1,1
Disney Sets Stage for Succession Race With Operational Overhaul,The Wall Street Journal,2018,03,14,3,0,1,1
Luminate Invests in Enterprise-Software Company,The Wall Street Journal,2018,03,14,3,0,1,1
"Tariff Exemptions? Not So Fast, Commerce Department Signals",The Wall Street Journal,2018,03,14,3,0,1,1
U.S. Stocks Fall on Renewed Trade Worries,The Wall Street Journal,2018,03,14,3,0,1,1
Tempers Flare in U.S.-EU Spat Over Clearinghouse Supervision,The Wall Street Journal,2018,03,14,3,0,1,1
Sessions Weighs Firing of Andrew McCabe,The Wall Street Journal,2018,03,14,3,0,1,1
This Is Exactly How Trade Wars Begin,The Wall Street Journal,2018,03,14,3,0,1,1
‘The Gender Gage Rap Is Real!’,The Wall Street Journal,2018,03,14,3,0,1,1
The Dark Underbelly of Europe’s Financial System,The Wall Street Journal,2018,03,14,3,0,1,1
Weak Consumer Spending Presents a Puzzle,The Wall Street Journal,2018,03,14,3,0,1,1
Theranos Founder Elizabeth Holmes Charged With Fraud,The Wall Street Journal,2018,03,14,3,0,1,1
A Cancer Scare Defeat in California,The Wall Street Journal,2018,03,14,3,0,1,1
"Guitar Center’s Proposed Debt Exchange Would Constitute a Default, Says Moody’s",The Wall Street Journal,2018,03,14,3,0,1,1
The Pyongyang-Tehran Axis,The Wall Street Journal,2018,03,14,3,0,1,1
Ex-Mexican Prosecutor Says He Was Fired to Stymie Corruption Probe,The Wall Street Journal,2018,03,14,3,0,1,1
"Since Parkland’s #NeverAgain, School Shootings Have Happened Again",The Wall Street Journal,2018,03,14,3,0,1,1
Senate Passes Bill Easing Banking Rules,The Wall Street Journal,2018,03,14,3,0,1,1
Palo Alto Networks to Buy Evident.io for $300 Million Cash,The Wall Street Journal,2018,03,14,3,0,1,1
Photos of the Day: March 14,The Wall Street Journal,2018,03,14,3,0,1,1
Mississippi Lawmaker Ends Bid for One Senate Seat to Run for Another,The Wall Street Journal,2018,03,14,3,0,1,1
Wells Fargo Paid CEO Timothy Sloan $17.4 Million Last Year,The Wall Street Journal,2018,03,14,3,0,1,1
Exchanges’ Fees and Rebates Could Get a Cut,The Wall Street Journal,2018,03,14,3,0,1,1
Trump Organization Tied to Deal to Keep Stormy Daniels Quiet,The Wall Street Journal,2018,03,14,3,0,1,1
Proposal Would Loosen Grip of FICO Score for Mortgages,The Wall Street Journal,2018,03,14,3,0,1,1
Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores,The Wall Street Journal,2018,03,14,3,0,1,1
‘Twentytwo in Blue’ Review: Sunflower Bean Still Blossoms,The Wall Street Journal,2018,03,14,3,0,1,1
U.K. Expels 23 Russian Diplomats Over Spy Poisoning,The Wall Street Journal,2018,03,14,3,0,1,1
Slovakian Prime Minister Offers to Resign,The Wall Street Journal,2018,03,14,3,0,1,1
How China Pushes the Limits on Military Technology Transfer,The Wall Street Journal,2018,03,14,3,0,1,1
‘A Foreign Policy for the Left’ Review: Can There Be a ‘Decent’ Left?,The Wall Street Journal,2018,03,14,3,0,1,1
March Madness in PA-18,The Wall Street Journal,2018,03,14,3,0,1,1
Saudi Crown Prince Makes Deals in France,The Wall Street Journal,2018,04,10,4,0,1,1
U.S. Dollar Edges Lower,The Wall Street Journal,2018,04,10,4,0,1,1
Container Security Firm StackRox Gets $25 Million,The Wall Street Journal,2018,04,10,4,0,1,1
The Michael Cohen Raid,The Wall Street Journal,2018,04,10,4,0,1,1
The Zuckerberg Effigy,The Wall Street Journal,2018,04,10,4,0,1,1
"America’s Parties, Divided Every Which Way",The Wall Street Journal,2018,04,10,4,0,1,1
Nutrition Data Startup Nutrino Gobbles Up $8 Million in Funding,The Wall Street Journal,2018,04,10,4,0,1,1
‘Who We Are and How We Got Here’ Review: Ghosts in the Genome,The Wall Street Journal,2018,04,10,4,0,1,1
Big Banks Find a Back Door to Finance Subprime Loans,The Wall Street Journal,2018,04,10,4,0,1,1
Math Scores Drop for New York City Fourth-Graders,The Wall Street Journal,2018,04,10,4,0,1,1
Health Agency Official Placed on Leave After ‘#PizzaGate’ Tweet,The Wall Street Journal,2018,04,10,4,0,1,1
Fleetsmith Scores Series A for Management of Apple Devices,The Wall Street Journal,2018,04,10,4,0,1,1
Private Equity-Backed Community Bank Origin Bancorp Files for IPO,The Wall Street Journal,2018,04,10,4,0,1,1
Private-Equity Firm Altaris to Acquire Analogic for $1.1 Billion,The Wall Street Journal,2018,04,10,4,0,1,1
Cybersecurity Company Expel Raises $20 Million in Series B,The Wall Street Journal,2018,04,10,4,0,1,1
What Trump’s Border Troops Can’t Do,The Wall Street Journal,2018,04,10,4,0,1,1
Trump and China Share a Bad Idea on Trade,The Wall Street Journal,2018,04,10,4,0,1,1
U.S. Accuses Chinese Firms of Rerouting Goods to Disguise Their Origin,The Wall Street Journal,2018,04,10,4,0,1,1
Navy Admiral Tapped to Head U.S. Forces in the Pacific,The Wall Street Journal,2018,04,10,4,0,1,1
"Barclays, Bpifrance Back Symphony Communication",The Wall Street Journal,2018,04,10,4,0,1,1
First Reserve Acquires CHA Consulting From Long Point Capital,The Wall Street Journal,2018,04,10,4,0,1,1
Theranos Lays Off Most of Its Remaining Workforce,The Wall Street Journal,2018,04,10,4,0,1,1
How Companies Can Manage Risks Tied to Open-Source Software,The Wall Street Journal,2018,04,10,4,0,1,1
Tax Cut Growth Dividend,The Wall Street Journal,2018,04,10,4,0,1,1
U.S. Presses Allies to Back a Military Strike on Syria,The Wall Street Journal,2018,04,10,4,0,1,1
A Mad Night for European Soccer—and a Pair of Boston Owners,The Wall Street Journal,2018,04,10,4,0,1,1
"At Cosby Retrial, Prosecutors, Defense Clash Over Accusations",The Wall Street Journal,2018,04,10,4,0,1,1
Notable & Quotable: Penn Law,The Wall Street Journal,2018,04,10,4,0,1,1
Mulvaney: CFPB Will Keep Policing Lending-Discrimination Rules,The Wall Street Journal,2018,04,10,4,0,1,1
White House Homeland Security Adviser Bossert Exits,The Wall Street Journal,2018,04,10,4,0,1,1
Senators Warn Zuckerberg of New Tech Regulations,The Wall Street Journal,2018,04,10,4,0,1,1
Feds Seek Stormy Daniels Documents From Trump Organization,The Wall Street Journal,2018,04,10,4,0,1,1
Zuora Boosts IPO Price Range,The Wall Street Journal,2018,04,10,4,0,1,1
Facebook’s Zuckerberg Hints at Possibility of Paid Service,The Wall Street Journal,2018,04,10,4,0,1,1
"Jan Medical, Army Team Up to Speed Concussion Diagnosis",The Wall Street Journal,2018,04,10,4,0,1,1
Beijing’s Trade Straddle,The Wall Street Journal,2018,04,10,4,0,1,1
Manhattan Federal Prosecutor Recuses Himself from Cohen Probe,The Wall Street Journal,2018,04,10,4,0,1,1
Council Speaker Pushes Half-Price MetroCards for Low-Income New Yorkers,The Wall Street Journal,2018,04,10,4,0,1,1
What If President Donald Trump Tries to Fire Robert Mueller?,The Wall Street Journal,2018,04,10,4,0,1,1
U.S. Stocks Surge as Trade Fears Ease,The Wall Street Journal,2018,04,10,4,0,1,1
Trump Signs Executive Order for Revamp of Federal Aid Programs,The Wall Street Journal,2018,04,10,4,0,1,1
Stormy Weather for Campaign-Finance Laws,The Wall Street Journal,2018,04,10,4,0,1,1
White House Says Trump Has Power to Fire Mueller,The Wall Street Journal,2018,04,10,4,0,1,1
"Zuckerberg Pleases Investors, for Now",The Wall Street Journal,2018,04,10,4,0,1,1
Randles’s Take: Gawker Bankruptcy Lawyer Says Peter Thiel Loomed Large in the Case,The Wall Street Journal,2018,04,10,4,0,1,1
Puerto Rico’s $18 Billion Sales Tax Dispute Nears Conclusion,The Wall Street Journal,2018,04,10,4,0,1,1
Photos of the Day: April 10,The Wall Street Journal,2018,04,10,4,0,1,1
Trump’s Big Gamble,The Wall Street Journal,2018,04,10,4,0,1,1
U.S. Is Reducing African Front-Line Presence,The Wall Street Journal,2018,04,10,4,0,1,1
Former CIA Officer Charged in China Espionage Case,The Wall Street Journal,2018,05,08,5,0,1,1
Why Ben Carson Is Raising Rents,The Wall Street Journal,2018,05,08,5,0,1,1
Mike Braun Wins Indiana’s Republican Senate Primary,The Wall Street Journal,2018,05,08,5,0,1,1
Special Prosecutor Named to Investigate Eric Schneiderman,The Wall Street Journal,2018,05,08,5,0,1,1
"Trump Lawyer Received $500,000 From Firm Linked to Russian Oligarch",The Wall Street Journal,2018,05,08,5,0,1,1
Health Data Platform Innovaccer Pockets $25 Million Expansion Round,The Wall Street Journal,2018,05,08,5,0,1,1
Another Venezuela Creditor Zeroes In on Citgo,The Wall Street Journal,2018,05,08,5,0,1,1
Digital-Health Startup Wellist Secures $10 Million Series A,The Wall Street Journal,2018,05,08,5,0,1,1
Energy Stocks Flip From Market Dud to Darling,The Wall Street Journal,2018,05,08,5,0,1,1
Trump Needs to Learn How to Trust,The Wall Street Journal,2018,05,08,5,0,1,1
Congress Leery of Cuts to Children’s Health Program,The Wall Street Journal,2018,05,08,5,0,1,1
How Iran Sanctions Affect   Countries and Businesses,The Wall Street Journal,2018,05,08,5,0,1,1
"Battles With Trump, Banks Marked N.Y. Attorney General’s Tenure",The Wall Street Journal,2018,05,08,5,0,1,1
James Murdoch Won’t Move to Disney if Fox Deal Closes,The Wall Street Journal,2018,05,08,5,0,1,1
Trial Begins on Orianna Restructuring Decried by Creditors,The Wall Street Journal,2018,05,08,5,0,1,1
Five More Nike Executives Exit Amid Probe,The Wall Street Journal,2018,05,08,5,0,1,1
"Comcast Crashes Disney’s Fox Hunt, But Victory Isn’t Assured",The Wall Street Journal,2018,05,08,5,0,1,1
Oil Futures Rebound on Bullish U.S. Inventory Data,The Wall Street Journal,2018,05,08,5,0,1,1
Linden Capital Closes Fund IV at $1.5 Billion,The Wall Street Journal,2018,05,08,5,0,1,1
Schneiderman’s Out and the Jockeying to Replace Him Has Begun,The Wall Street Journal,2018,05,08,5,0,1,1
Cruise-Booking Site Dreamlines Snags $55 Million Series E,The Wall Street Journal,2018,05,08,5,0,1,1
Start Cutting Spending—and Don’t Stop,The Wall Street Journal,2018,05,08,5,0,1,1
Companies Reassess Iran Ties as Sanctions Loom,The Wall Street Journal,2018,05,08,5,0,1,1
Why N.Y. Pols Aren’t World Class,The Wall Street Journal,2018,05,08,5,0,1,1
Haspel to Tell Senators CIA Won’t Revive Old Interrogation Methods,The Wall Street Journal,2018,05,08,5,0,1,1
U.S. Dollar Rises As Powell Endorses Fed Path,The Wall Street Journal,2018,05,08,5,0,1,1
New Policy of Separating Immigrant Families Draws Criticism,The Wall Street Journal,2018,05,08,5,0,1,1
"Town Hall Ventures to Fund Startups Targeting Medicare, Medicaid Market",The Wall Street Journal,2018,05,08,5,0,1,1
Richard Cordray Wins Ohio Democratic Gubernatorial Primary,The Wall Street Journal,2018,05,08,5,0,1,1
Disney CEO Is Upbeat About Deal With Fox,The Wall Street Journal,2018,05,08,5,0,1,1
Trump Withdraws U.S. From ‘Defective’ Iran Nuclear Deal,The Wall Street Journal,2018,05,08,5,0,1,1
U.S. Pullout From Iran Pact Widens Mideast Gulf,The Wall Street Journal,2018,05,08,5,0,1,1
Fifth Wall Aims to Raise $200 Million Retail Fund,The Wall Street Journal,2018,05,08,5,0,1,1
Pompeo Heads to North Korea as Trump-Kim Summit Approaches,The Wall Street Journal,2018,05,08,5,0,1,1
